,Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
679,London,2012,4x100,Freestyle,1,Women,SWE,"Michelle Coleman, Gabriella Fagundez, Sarah Sjostrom, Ida Marko-Varga",,5
680,London,2012,4x100,Medley,1,Men,USA,"Nick Thoman, Nathan Adrian, Tyler Mcgill, Brendan Hansen, Matt Grevers, Cullen Jones, Eric Shanteau, Michael Phelps",00:03:29.350000,1
681,London,2012,4x100,Medley,1,Men,JPN,"Takuro Fujii, Ryosuke Irie, Kosuke Kitajima, Takeshi Matsuda",00:03:31.260000,2
682,London,2012,4x100,Medley,1,Men,AUS,"Hayden Stoeckel, James Magnussen, Matt Targett, Christian Sprenger, Brenton Rickard, Tommaso Dorsogna",00:03:31.580000,3
683,London,2012,4x100,Medley,1,Men,GBR,"Michael Rock, Liam Tancock, Michael Jamieson, Adam Brown, Craig Benson",00:03:32.320000,4
684,London,2012,4x100,Medley,1,Men,HUN,"Dominik Kozma, Daniel Gyurta, Bence Pulai, Laszlo Cseh",00:03:33.020000,4
685,London,2012,4x100,Medley,1,Men,GER,"Steffen Deibler, Helge Meeuw, Christian Vom Lehn, Markus Deibler, Marco Di Carli",00:03:33.060000,4
686,London,2012,4x100,Medley,1,Men,NLD,"Sebastiaan Verschuren, Nick Driebergen, Joeri Verlinden, Lennart Stekelenburg",00:03:33.460000,4
687,London,2012,4x100,Medley,1,Men,CAN,"Brent Hayden, Joe Bartoch, Scott Dickens, Charles Francis",00:03:34.190000,4
688,London,2012,4x100,Medley,1,Women,USA,"Jessica Hardy, Allison Schmitt, Rebecca Soni, Dana Vollmer, Breeja Larson, Claire Donahue, Rachel Bootsma, Missy Franklin",00:03:52.050000,1
689,London,2012,4x100,Medley,1,Women,AUS,"Brittany Elmslie, Alicia Coutts, Melanie Schlanger, Leisel Jones, Emily Seebohm",00:03:54.020000,2
690,London,2012,4x100,Medley,1,Women,JPN,"Aya Terakawa, Yuka Kato, Haruka Ueda, Satomi Suzuki",00:03:55.730000,3
691,London,2012,4x100,Medley,1,Women,RUS,"Yuliya Efimova, Irina Bespalova, Anastasia Zueva, Maria Gromova, Veronika Popova",00:03:56.030000,4
692,London,2012,4x100,Medley,1,Women,CHN,"Liuyang Jiao, Yi Tang, Liping Ji, Chang Gao, Ying Lu, Ye Sun, Jing Zhao",00:03:56.410000,4
693,London,2012,4x100,Medley,1,Women,NLD,"Femke Heemskerk, Sharon Van Rouwendaal, Inge Dekker, Moniek Nijhuis, Ranomi Kromowidjojo",00:03:57.280000,4
694,London,2012,4x100,Medley,1,Women,DEN,"Pernille Blume, Mie Nielsen, Jeanette Ottesen, Rikke Moller Pedersen",00:03:57.760000,4
695,London,2012,4x100,Medley,1,Women,GBR,"Gemma Spofforth, Francesca Halsall, Ellen Gandy, Amy Smith, Jemma Lowe, Siobhan-Marie Oconnor",00:03:59.460000,4
696,London,2012,4x200,Freestyle,1,Men,USA,"Charlie Houchin, Michael Phelps, Matthew Mclean, Conor Dwyer, Davis Tarwater, Ryan Lochte, Ricky Berens",00:06:59.700000,1
697,London,2012,4x200,Freestyle,1,Men,FRA,"Gregory Mallet, Clement Lefert, Yannick Agnel, Amaury Leveaux, Jeremy Stravius",00:07:02.770000,2
698,London,2012,4x200,Freestyle,1,Men,CHN,"Zhiwu Lu, Yang Sun, Haiqi Jiang, Yun Hao, Jun Dai, Yunqi Li",00:07:06.300000,3
699,London,2012,4x200,Freestyle,1,Men,GER,"Paul Biedermann, Clemens Rapp, Dimitri Colupaev, Tim Wallburger",00:07:06.590000,4
700,London,2012,4x200,Freestyle,1,Men,AUS,"Ned Mckendry, Cameron Mcevoy, Thomas Fraser-Holmes, David Mckeon, Kenrick Monk, Ryan Napoleon",00:07:07.000000,4
701,London,2012,4x200,Freestyle,1,Men,GBR,"Robbie Renwick, David Carry, Ieuan Lloyd, Ross Davenport, Rob Bale",00:07:09.330000,4
702,London,2012,4x200,Freestyle,1,Men,ZAF,"Darian Townsend, Sebastien Daniel Rousseau, Chad Le Clos, Jean Basson",00:07:09.650000,4
703,London,2012,4x200,Freestyle,1,Men,HUN,"Dominik Kozma, Laszlo Cseh, Peter Bernek, Gergo Kis",00:07:13.660000,4
704,London,2012,4x200,Freestyle,1,Women,USA,"Allison Schmitt, Alyssa Anderson, Missy Franklin, Lauren Perdue, Shannon Vreeland, Dana Vollmer",00:07:42.920000,1
705,London,2012,4x200,Freestyle,1,Women,AUS,"Jade Neilsen, Melanie Schlanger, Brittany Elmslie, Angie Bainbridge, Blair Evans, Kylie Palmer, Alicia Coutts, Bronte Barratt",00:07:44.410000,2
706,London,2012,4x200,Freestyle,1,Women,FRA,"Mylene Lazare, Ophelie-Cyrielle Etienne, Coralie Balmy, Camille Muffat, Charlotte Bonnet, Margaux Farrell",00:07:47.490000,3
707,London,2012,4x200,Freestyle,1,Women,CAN,"Amanda Reason, Barbara Jardin, Brittany Maclean, Samantha Cheverton",00:07:50.650000,4
708,London,2012,4x200,Freestyle,1,Women,GBR,"Ellie Faulkner, Caitlin Mcclatchey, Joanne Jackson, Rebecca Turner, Hannah Miley",00:07:52.370000,4
709,London,2012,4x200,Freestyle,1,Women,CHN,"Qianwei Zhu, Yi Tang, Qian Chen, Jing Liu, Jiaying Pang, Shijia Wang, Shiwen Ye",00:07:53.110000,4
710,London,2012,4x200,Freestyle,1,Women,ITA,"Alice Mizzau, Federica Pellegrini, Diletta Carli, Alice Nesti",00:07:56.300000,4
711,London,2012,4x200,Freestyle,1,Women,JPN,"Aya Takano, Haruka Ueda, Hanae Ito, Yayoi Matsumoto",00:07:56.730000,4
712,London,2012,50m,Freestyle,0,Men,FRA,Florent Manaudou,21.340,1
713,London,2012,50m,Freestyle,0,Men,USA,Cullen Jones,21.540,2
714,London,2012,50m,Freestyle,0,Men,BRA,Cesar Cielo Filho,21.590,3
715,London,2012,50m,Freestyle,0,Men,BRA,Bruno Fratus,21.610,4
716,London,2012,50m,Freestyle,0,Men,USA,Anthony Ervin,21.780,4
717,London,2012,50m,Freestyle,0,Men,RSA,Roland Schoeman,21.800,4
718,London,2012,50m,Freestyle,0,Men,TTO,George Bovell,21.820,4
719,London,2012,50m,Freestyle,0,Men,AUS,Eamon Sullivan,21.980,4
720,London,2012,50m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,24.050,1
721,London,2012,50m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,24.280,2
722,London,2012,50m,Freestyle,0,Women,NED,Marleen Veldhuis,24.390,3
723,London,2012,50m,Freestyle,0,Women,GER,Britta Steffen,24.460,4
724,London,2012,50m,Freestyle,0,Women,GBR,Francesca Halsall,24.470,4
725,London,2012,50m,Freestyle,0,Women,SWE,Therese Alshammar,24.610,4
726,London,2012,50m,Freestyle,0,Women,USA,Jessica Hardy,24.620,4
727,London,2012,50m,Freestyle,0,Women,BAH,Arianna Vanderpool-Wallace,24.690,4
728,London,2012,800m,Freestyle,0,Women,USA,Katie Ledecky,00:08:14.630000,1
729,London,2012,800m,Freestyle,0,Women,ESP,Mireia Belmonte,00:08:18.760000,2
730,London,2012,800m,Freestyle,0,Women,GBR,Rebecca Adlington,00:08:20.320000,3
731,London,2012,800m,Freestyle,0,Women,NZL,Lauren Boyle,00:08:22.720000,4
732,London,2012,800m,Freestyle,0,Women,DEN,Lotte Friis,00:08:23.860000,4
733,London,2012,800m,Freestyle,0,Women,HUN,Boglarka Kapas,00:08:23.890000,4
734,London,2012,800m,Freestyle,0,Women,FRA,Coralie Balmy,00:08:29.260000,4
735,London,2012,800m,Freestyle,0,Women,VEN,Andreina Pinto,00:08:29.280000,4
736,Beijing,2008,100m,Backstroke,0,Men,USA,Aaron Peirsol,52.540,1
737,Beijing,2008,100m,Backstroke,0,Men,USA,Matt Grevers,53.110,2
738,Beijing,2008,100m,Backstroke,0,Men,RUS,Arkady Vyatchanin,53.180,3
739,Beijing,2008,100m,Backstroke,0,Men,AUS,Hayden Stoeckel,53.180,3
740,Beijing,2008,100m,Backstroke,0,Men,AUS,Ashley Delaney,53.310,4
741,Beijing,2008,100m,Backstroke,0,Men,GBR,Liam Tancock,53.390,4
742,Beijing,2008,100m,Backstroke,0,Men,ESP,Aschwin Wildeboer Faber,53.510,4
743,Beijing,2008,100m,Backstroke,0,Men,JPN,Junichi Miyashita,53.990,4
744,Beijing,2008,100m,Backstroke,0,Women,USA,Natalie Coughlin,58.960,3
745,Beijing,2008,100m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,59.190,4
746,Beijing,2008,100m,Backstroke,0,Women,USA,Margaret Hoelzer,59.340,4
747,Beijing,2008,100m,Backstroke,0,Women,GBR,Gemma Spofforth,59.380,4
748,Beijing,2008,100m,Backstroke,0,Women,RUS,Anastasia Zueva,59.400,4
749,Beijing,2008,100m,Backstroke,0,Women,JPN,Reiko Nakamura,59.720,4
750,Beijing,2008,100m,Backstroke,0,Women,FRA,Laure Manaudou,00:01:00.100000,1
751,Beijing,2008,100m,Backstroke,0,Women,JPN,Hanae Ito,00:01:00.180000,2
752,Beijing,2008,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,58.910,3
753,Beijing,2008,100m,Breaststroke,0,Men,NOR,Alexander Dale Oen,59.200,4
754,Beijing,2008,100m,Breaststroke,0,Men,FRA,Hugues Duboscq,59.370,4
755,Beijing,2008,100m,Breaststroke,0,Men,USA,Brendan Hansen,59.570,4
756,Beijing,2008,100m,Breaststroke,0,Men,AUS,Brenton Rickard,59.740,4
757,Beijing,2008,100m,Breaststroke,0,Men,RUS,Roman Sloudnov,59.870,4
758,Beijing,2008,100m,Breaststroke,0,Men,UKR,Ihor Borysyk,00:01:00.200000,1
759,Beijing,2008,100m,Breaststroke,0,Men,USA,Mark Gangloff,00:01:00.240000,2
760,Beijing,2008,100m,Breaststroke,0,Women,AUS,Leisel Jones,00:01:05.170000,1
761,Beijing,2008,100m,Breaststroke,0,Women,USA,Rebecca Soni,00:01:06.730000,2
762,Beijing,2008,100m,Breaststroke,0,Women,AUT,Mirna Jukic,00:01:07.340000,3
763,Beijing,2008,100m,Breaststroke,0,Women,RUS,Yuliya Efimova,00:01:07.430000,4
764,Beijing,2008,100m,Breaststroke,0,Women,USA,Megan Quann,00:01:07.620000,4
765,Beijing,2008,100m,Breaststroke,0,Women,AUS,Tarnee White,00:01:07.630000,4
766,Beijing,2008,100m,Breaststroke,0,Women,CHN,Ye Sun,00:01:08.080000,4
767,Beijing,2008,100m,Breaststroke,0,Women,JPN,Asami Kitagawa,00:01:08.430000,4
768,Beijing,2008,100m,Butterfly,0,Men,USA,Michael Phelps,50.580,1
769,Beijing,2008,100m,Butterfly,0,Men,SRB,Milorad Cavic,50.590,2
770,Beijing,2008,100m,Butterfly,0,Men,AUS,Andrew Lauterstein,51.120,3
771,Beijing,2008,100m,Butterfly,0,Men,USA,Ian Crocker,51.130,4
772,Beijing,2008,100m,Butterfly,0,Men,KEN,Jason Dunford,51.470,4
773,Beijing,2008,100m,Butterfly,0,Men,JPN,Takuro Fujii,51.500,4
774,Beijing,2008,100m,Butterfly,0,Men,UKR,Andriy Serdinov,51.590,4
775,Beijing,2008,100m,Butterfly,0,Men,PNG,Ryan Pini,51.860,4
776,Beijing,2008,100m,Butterfly,0,Women,AUS,Libby Trickett,56.730,1
777,Beijing,2008,100m,Butterfly,0,Women,USA,Christine Magnuson,57.100,2
778,Beijing,2008,100m,Butterfly,0,Women,AUS,Jessicah Schipper,57.250,3
779,Beijing,2008,100m,Butterfly,0,Women,CHN,Yafei Zhou,57.840,4
780,Beijing,2008,100m,Butterfly,0,Women,SGP,Li Tao,57.990,4
781,Beijing,2008,100m,Butterfly,0,Women,GBR,Jemma Lowe,58.060,4
782,Beijing,2008,100m,Butterfly,0,Women,BRA,Gabriella Silva,58.100,4
783,Beijing,2008,100m,Butterfly,0,Women,NED,Inge Dekker,58.540,4
784,Beijing,2008,100m,Freestyle,0,Men,FRA,Alain Bernard,47.210,1
785,Beijing,2008,100m,Freestyle,0,Men,AUS,Eamon Sullivan,47.320,2
786,Beijing,2008,100m,Freestyle,0,Men,USA,Jason Lezak,47.670,3
787,Beijing,2008,100m,Freestyle,0,Men,BRA,Cesar Cielo Filho,47.670,3
788,Beijing,2008,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,47.750,4
789,Beijing,2008,100m,Freestyle,0,Men,RSA,Lyndon Ferns,48.040,4
790,Beijing,2008,100m,Freestyle,0,Men,AUS,Matt Targett,48.200,4
791,Beijing,2008,100m,Freestyle,0,Men,SWE,Stefan Nystrand,48.330,4
792,Beijing,2008,100m,Freestyle,0,Women,GER,Britta Steffen,53.120,1
793,Beijing,2008,100m,Freestyle,0,Women,AUS,Libby Trickett,53.160,2
794,Beijing,2008,100m,Freestyle,0,Women,USA,Natalie Coughlin,53.390,3
795,Beijing,2008,100m,Freestyle,0,Women,FIN,Hanna-Maria Seppala,53.970,4
796,Beijing,2008,100m,Freestyle,0,Women,DEN,Jeanette Ottesen,54.060,4
797,Beijing,2008,100m,Freestyle,0,Women,CHN,Yingwen Zhu,54.210,4
798,Beijing,2008,100m,Freestyle,0,Women,NED,Marleen Veldhuis,54.210,4
799,Beijing,2008,100m,Freestyle,0,Women,GBR,Francesca Halsall,54.290,4
800,Beijing,2008,1500m,Freestyle,0,Men,TUN,Oussama Mellouli,00:14:40.840000,1
801,Beijing,2008,1500m,Freestyle,0,Men,AUS,Grant Hackett,00:14:41.530000,2
802,Beijing,2008,1500m,Freestyle,0,Men,CAN,Ryan Cochrane,00:14:42.690000,3
803,Beijing,2008,1500m,Freestyle,0,Men,RUS,Yuri Prilukov,00:14:43.210000,4
804,Beijing,2008,1500m,Freestyle,0,Men,USA,Larsen Jensen,00:14:48.160000,4
805,Beijing,2008,1500m,Freestyle,0,Men,GBR,David Davies,00:14:52.110000,4
806,Beijing,2008,1500m,Freestyle,0,Men,CHN,Lin Zhang,00:14:55.200000,4
807,Beijing,2008,1500m,Freestyle,0,Men,CHN,Yang Sun,00:15:05.120000,4
808,Beijing,2008,200m,Backstroke,0,Men,USA,Ryan Lochte,00:01:53.940000,1
809,Beijing,2008,200m,Backstroke,0,Men,USA,Aaron Peirsol,00:01:54.330000,2
810,Beijing,2008,200m,Backstroke,0,Men,RUS,Arkady Vyatchanin,00:01:54.930000,3
811,Beijing,2008,200m,Backstroke,0,Men,AUT,Markus Rogan,00:01:55.490000,4
812,Beijing,2008,200m,Backstroke,0,Men,JPN,Ryosuke Irie,00:01:55.720000,4
813,Beijing,2008,200m,Backstroke,0,Men,AUS,Hayden Stoeckel,00:01:56.390000,4
814,Beijing,2008,200m,Backstroke,0,Men,ROU,Razvan Ionut Florea,00:01:56.520000,4
815,Beijing,2008,200m,Backstroke,0,Men,GBR,Gregor Tait,00:01:57.000000,4
816,Beijing,2008,200m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,00:02:05.240000,1
817,Beijing,2008,200m,Backstroke,0,Women,USA,Margaret Hoelzer,00:02:06.230000,2
818,Beijing,2008,200m,Backstroke,0,Women,JPN,Reiko Nakamura,00:02:07.130000,3
819,Beijing,2008,200m,Backstroke,0,Women,RUS,Anastasia Zueva,00:02:07.880000,4
820,Beijing,2008,200m,Backstroke,0,Women,USA,Elizabeth Beisel,00:02:08.230000,4
821,Beijing,2008,200m,Backstroke,0,Women,GBR,Elizabeth Simmonds,00:02:08.510000,4
822,Beijing,2008,200m,Backstroke,0,Women,AUS,Meagen Nay,00:02:08.840000,4
823,Beijing,2008,200m,Backstroke,0,Women,AUS,Belinda Hocking,00:02:10.120000,4
824,Beijing,2008,200m,Breaststroke,0,Men,JPN,Kosuke Kitajima,00:02:07.640000,1
825,Beijing,2008,200m,Breaststroke,0,Men,AUS,Brenton Rickard,00:02:08.880000,2
826,Beijing,2008,200m,Breaststroke,0,Men,FRA,Hugues Duboscq,00:02:08.940000,3
827,Beijing,2008,200m,Breaststroke,0,Men,CAN,Mike Brown,00:02:09.030000,4
828,Beijing,2008,200m,Breaststroke,0,Men,HUN,Daniel Gyurta,00:02:09.220000,4
829,Beijing,2008,200m,Breaststroke,0,Men,USA,Scott Spann,00:02:09.760000,4
830,Beijing,2008,200m,Breaststroke,0,Men,ITA,Loris Facci,00:02:10.570000,4
831,Beijing,2008,200m,Breaststroke,0,Men,ITA,Paolo Bossini,00:02:11.480000,4
832,Beijing,2008,200m,Breaststroke,0,Women,USA,Rebecca Soni,00:02:20.220000,1
833,Beijing,2008,200m,Breaststroke,0,Women,AUS,Leisel Jones,00:02:22.050000,2
834,Beijing,2008,200m,Breaststroke,0,Women,NOR,Sara Nordenstam,00:02:23.020000,3
835,Beijing,2008,200m,Breaststroke,0,Women,AUT,Mirna Jukic,00:02:23.240000,4
836,Beijing,2008,200m,Breaststroke,0,Women,RUS,Yuliya Efimova,00:02:23.760000,4
837,Beijing,2008,200m,Breaststroke,0,Women,CAN,Annamay Pierse,00:02:23.770000,4
838,Beijing,2008,200m,Breaststroke,0,Women,JPN,Rie Kaneto,00:02:25.140000,4
839,Beijing,2008,200m,Breaststroke,0,Women,JPN,Megumi Taneda,00:02:25.230000,4
840,Beijing,2008,200m,Butterfly,0,Men,USA,Michael Phelps,00:01:52.030000,1
841,Beijing,2008,200m,Butterfly,0,Men,HUN,Laszlo Cseh,00:01:52.700000,2
842,Beijing,2008,200m,Butterfly,0,Men,JPN,Takeshi Matsuda,00:01:52.970000,3
843,Beijing,2008,200m,Butterfly,0,Men,NZL,Moss Burmester,00:01:54.350000,4
844,Beijing,2008,200m,Butterfly,0,Men,CHN,Peng Wu,00:01:54.350000,4
845,Beijing,2008,200m,Butterfly,0,Men,POL,Pawel Korzeniowski,00:01:54.600000,4
846,Beijing,2008,200m,Butterfly,0,Men,BRA,Kaio Marcio,00:01:54.710000,4
847,Beijing,2008,200m,Butterfly,0,Men,RUS,Nikolay Skvortsov,00:01:55.140000,4
848,Beijing,2008,200m,Butterfly,0,Women,CHN,Zige Liu,00:02:04.180000,1
849,Beijing,2008,200m,Butterfly,0,Women,CHN,Liuyang Jiao,00:02:04.720000,2
850,Beijing,2008,200m,Butterfly,0,Women,AUS,Jessicah Schipper,00:02:06.260000,3
851,Beijing,2008,200m,Butterfly,0,Women,POL,Otylia Jedrzejczak,00:02:07.020000,4
852,Beijing,2008,200m,Butterfly,0,Women,JPN,Yuko Nakanishi,00:02:07.320000,4
853,Beijing,2008,200m,Butterfly,0,Women,FRA,Aurore Mongel,00:02:07.360000,4
854,Beijing,2008,200m,Butterfly,0,Women,USA,Elaine Breeden,00:02:07.570000,4
855,Beijing,2008,200m,Butterfly,0,Women,USA,Kathleen Hersey,00:02:08.230000,4
856,Beijing,2008,200m,Freestyle,0,Men,USA,Michael Phelps,00:01:42.960000,1
857,Beijing,2008,200m,Freestyle,0,Men,KOR,Tae-Hwan Park,00:01:44.850000,2
858,Beijing,2008,200m,Freestyle,0,Men,USA,Peter Vanderkaay,00:01:45.140000,3
859,Beijing,2008,200m,Freestyle,0,Men,RSA,Jean Basson,00:01:45.970000,4
860,Beijing,2008,200m,Freestyle,0,Men,GER,Paul Biedermann,00:01:46.000000,4
861,Beijing,2008,200m,Freestyle,0,Men,SUI,Dominik Meichtry,00:01:46.950000,4
862,Beijing,2008,200m,Freestyle,0,Men,JPN,Yoshihiro Okumura,00:01:47.140000,4
863,Beijing,2008,200m,Freestyle,0,Men,GBR,Robbie Renwick,00:01:47.470000,4
864,Beijing,2008,200m,Freestyle,0,Women,ITA,Federica Pellegrini,00:01:54.820000,1
865,Beijing,2008,200m,Freestyle,0,Women,SLO,Sara Isakovic,00:01:54.970000,2
866,Beijing,2008,200m,Freestyle,0,Women,CHN,Jiaying Pang,00:01:55.050000,3
867,Beijing,2008,200m,Freestyle,0,Women,USA,Katie Hoff,00:01:55.780000,4
868,Beijing,2008,200m,Freestyle,0,Women,ROU,Camelia Alina Potec,00:01:56.870000,4
869,Beijing,2008,200m,Freestyle,0,Women,GBR,Caitlin Mcclatchey,00:01:57.650000,4
870,Beijing,2008,200m,Freestyle,0,Women,AUS,Bronte Barratt,00:01:57.830000,4
871,Beijing,2008,200m,Freestyle,0,Women,FRA,Ophelie-Cyrielle Etienne,00:01:57.830000,4
872,Beijing,2008,200m,Individual medley,0,Men,USA,Michael Phelps,00:01:54.230000,1
873,Beijing,2008,200m,Individual medley,0,Men,HUN,Laszlo Cseh,00:01:56.520000,2
874,Beijing,2008,200m,Individual medley,0,Men,USA,Ryan Lochte,00:01:56.530000,3
875,Beijing,2008,200m,Individual medley,0,Men,BRA,Thiago Pereira,00:01:58.140000,4
876,Beijing,2008,200m,Individual medley,0,Men,JPN,Ken Takakuwa,00:01:58.220000,4
877,Beijing,2008,200m,Individual medley,0,Men,GBR,James Goddard,00:01:59.240000,4
878,Beijing,2008,200m,Individual medley,0,Men,CAN,Keith Beavers,00:01:59.430000,4
879,Beijing,2008,200m,Individual medley,0,Men,GBR,Liam Tancock,00:02:00.760000,4
880,Beijing,2008,200m,Individual medley,0,Women,AUS,Stephanie Rice,00:02:08.450000,1
881,Beijing,2008,200m,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,00:02:08.590000,2
882,Beijing,2008,200m,Individual medley,0,Women,USA,Natalie Coughlin,00:02:10.340000,3
883,Beijing,2008,200m,Individual medley,0,Women,USA,Katie Hoff,00:02:10.680000,4
884,Beijing,2008,200m,Individual medley,0,Women,AUS,Alicia Coutts,00:02:11.430000,4
885,Beijing,2008,200m,Individual medley,0,Women,JPN,Asami Kitagawa,00:02:11.560000,4
886,Beijing,2008,200m,Individual medley,0,Women,CAN,Julia Wilkinson,00:02:12.430000,4
887,Beijing,2008,200m,Individual medley,0,Women,POL,Katarzyna Baranowska,00:02:13.360000,4
888,Beijing,2008,400m,Freestyle,0,Men,KOR,Tae-Hwan Park,00:03:41.860000,1
889,Beijing,2008,400m,Freestyle,0,Men,CHN,Lin Zhang,00:03:42.440000,2
890,Beijing,2008,400m,Freestyle,0,Men,USA,Larsen Jensen,00:03:42.780000,3
891,Beijing,2008,400m,Freestyle,0,Men,USA,Peter Vanderkaay,00:03:43.110000,4
892,Beijing,2008,400m,Freestyle,0,Men,TUN,Oussama Mellouli,00:03:43.450000,4
893,Beijing,2008,400m,Freestyle,0,Men,AUS,Grant Hackett,00:03:43.840000,4
894,Beijing,2008,400m,Freestyle,0,Men,RUS,Yuri Prilukov,00:03:43.970000,4
895,Beijing,2008,400m,Freestyle,0,Men,RUS,Nikita Lobintsev,00:03:48.290000,4
896,Beijing,2008,400m,Freestyle,0,Women,GBR,Rebecca Adlington,00:04:03.220000,1
897,Beijing,2008,400m,Freestyle,0,Women,USA,Katie Hoff,00:04:03.290000,2
898,Beijing,2008,400m,Freestyle,0,Women,GBR,Joanne Jackson,00:04:03.520000,3
899,Beijing,2008,400m,Freestyle,0,Women,FRA,Coralie Balmy,00:04:03.600000,4
900,Beijing,2008,400m,Freestyle,0,Women,ITA,Federica Pellegrini,00:04:04.560000,4
901,Beijing,2008,400m,Freestyle,0,Women,ROU,Camelia Alina Potec,00:04:04.660000,4
902,Beijing,2008,400m,Freestyle,0,Women,AUS,Bronte Barratt,00:04:05.050000,4
903,Beijing,2008,400m,Freestyle,0,Women,FRA,Laure Manaudou,00:04:11.260000,4
904,Beijing,2008,400m,Individual medley,0,Men,USA,Michael Phelps,00:04:03.840000,1
905,Beijing,2008,400m,Individual medley,0,Men,HUN,Laszlo Cseh,00:04:06.160000,2
906,Beijing,2008,400m,Individual medley,0,Men,USA,Ryan Lochte,00:04:08.090000,3
907,Beijing,2008,400m,Individual medley,0,Men,ITA,Alessio Boggiatto,00:04:12.160000,4
908,Beijing,2008,400m,Individual medley,0,Men,ITA,Luca Marin,00:04:12.470000,4
909,Beijing,2008,400m,Individual medley,0,Men,HUN,Gergo Kis,00:04:12.840000,4
910,Beijing,2008,400m,Individual medley,0,Men,CAN,Brian Johns,00:04:13.380000,4
911,Beijing,2008,400m,Individual medley,0,Men,BRA,Thiago Pereira,00:04:15.400000,4
912,Beijing,2008,400m,Individual medley,0,Women,AUS,Stephanie Rice,00:04:29.450000,1
913,Beijing,2008,400m,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,00:04:29.890000,2
914,Beijing,2008,400m,Individual medley,0,Women,USA,Katie Hoff,00:04:31.710000,3
915,Beijing,2008,400m,Individual medley,0,Women,USA,Elizabeth Beisel,00:04:34.240000,4
916,Beijing,2008,400m,Individual medley,0,Women,ITA,Alessia Filippi,00:04:34.340000,4
917,Beijing,2008,400m,Individual medley,0,Women,GBR,Hannah Miley,00:04:39.440000,4
918,Beijing,2008,400m,Individual medley,0,Women,RUS,Yana Martynova,00:04:40.040000,4
919,Beijing,2008,400m,Individual medley,0,Women,CHN,Xuanxu Li,00:04:42.130000,4
920,Beijing,2008,4x100,Freestyle,1,Men,USA,"Nathan Adrian, Ben Wildman-Tobriner, Michael Phelps, Garrett Weber-Gale, Cullen Jones, Jason Lezak, Matt Grevers",00:03:08.240000,1
921,Beijing,2008,4x100,Freestyle,1,Men,FRA,"Alain Bernard, Frederick Bousquet, Fabien Gilot, Gregory Mallet, Boris Steimetz, Amaury Leveaux",00:03:08.320000,2
922,Beijing,2008,4x100,Freestyle,1,Men,AUS,"Leith Brodie, Ashley Callus, Andrew Lauterstein, Matt Targett, Eamon Sullivan, Patrick Murphy",00:03:09.910000,3
923,Beijing,2008,4x100,Freestyle,1,Men,ITA,"Christian Galenda, Michele Santucci, Filippo Magnini, Marco Belotti, Alessandro Calvi",00:03:11.480000,4
924,Beijing,2008,4x100,Freestyle,1,Men,SWE,"Petter Stymne, Lars Frolander, Jonas Persson, Stefan Nystrand",00:03:11.920000,4
925,Beijing,2008,4x100,Freestyle,1,Men,CAN,"Rick Say, Brent Hayden, Colin Russell, Joel Greenshields",00:03:12.260000,4
926,Beijing,2008,4x100,Freestyle,1,Men,ZAF,"Roland Schoeman, Lyndon Ferns, Ryk Neethling, Darian Townsend",00:03:12.660000,4
927,Beijing,2008,4x100,Freestyle,1,Men,GBR,"Adam Brown, Simon Burnett, Ross Davenport, Benjamin Hockin",00:03:12.870000,4
928,Beijing,2008,4x100,Freestyle,1,Women,NLD,"Ranomi Kromowidjojo, Inge Dekker, Marleen Veldhuis, Hinkelien Schreuder, Manon Van Rooijen, Femke Heemskerk",00:03:33.760000,1
929,Beijing,2008,4x100,Freestyle,1,Women,USA,"Dara Torres, Natalie Coughlin, Julia Smit, Emily Silver, Kara Lynn Joyce, Lacey Nymeyer",00:03:34.330000,2
930,Beijing,2008,4x100,Freestyle,1,Women,AUS,"Cate Campbell, Libby Trickett, Shayne Reese, Alice Mills, Melanie Schlanger",00:03:35.050000,3
931,Beijing,2008,4x100,Freestyle,1,Women,CHN,"Yi Tang, Yanwei Xu, Jiaying Pang, Yingwen Zhu",00:03:35.640000,4
932,Beijing,2008,4x100,Freestyle,1,Women,GER,"Antje Buschschulte, Meike Freitag, Daniela Gotz, Britta Steffen",00:03:36.850000,4
933,Beijing,2008,4x100,Freestyle,1,Women,FRA,"Celine Couderc, Hanna Shcherba-Lorgeril, Alena Popchanka, Malia Metella, Ophelie-Cyrielle Etienne",00:03:37.680000,4
934,Beijing,2008,4x100,Freestyle,1,Women,GBR,"Jessica Sylvester, Melanie Marshall, Caitlin Mcclatchey, Francesca Halsall, Julia Beckett",00:03:38.180000,4
935,Beijing,2008,4x100,Freestyle,1,Women,CAN,"Erica Morningstar, Audrey Lacroix, Genevieve Saumur, Julia Wilkinson",00:03:38.320000,4
